N° Adresse;N° Article ;N° Ingenieur Commercial;Date facturation ;Date livraison ;N° de facture ;N° commande;Desc article;Quantite;Qte ouverte;Commande Ouverte;Chiffre Affaire;Montant;Rupture de stock;Cout;Marge;N° Client 
4;152;12;15/02/2010;12/06/2042;1667;13823;Pour vente ;689;73; Pour vente;278343,00;7497993,00;Non;19754,00;1178,00;11750359
13;129;19;16/02/2010;13/06/2042;1776;14536;Pour vente ;1262;64; Pour vente;274832,00;7518877,00;Non;16139,00;1956,00;13617268
19;108;15;17/02/2010;14/06/2042;2634;14734;Pour vente ;990;85; Pour vente;260462,00;5684411,00;Non;14238,00;1908,00;19927708
16;67;15;18/02/2010;15/06/2042;2561;16146;Pour vente ;2460;96; Pour vente;259845,00;2158291,00;Non;16889,00;1063,00;12627338
5;35;20;19/02/2010;16/06/2042;2097;13997;Pour vente ;1902;23; Pour vente;283778,00;7536087,00;Non;15666,00;1272,00;14599213
2;28;11;20/02/2010;17/06/2042;3216;13716;Pour vente ;2189;29; Pour vente;279145,00;5576993,00;Non;14913,00;1078,00;16191477
19;132;14;21/02/2010;18/06/2042;2507;15834;Pour vente ;737;88; Pour vente;270336,00;6819141,00;Non;10623,00;1498,00;10452986
13;35;10;22/02/2010;19/06/2042;3501;12461;Pour vente ;1661;43; Pour vente;255772,00;5630727,00;Non;12456,00;1161,00;14750037
5;72;16;23/02/2010;20/06/2042;2104;18857;Pour vente ;1556;39; Pour vente;276766,00;7411055,00;Non;12246,00;1664,00;12202017
2;106;12;24/02/2010;21/06/2042;2809;18458;Pour vente ;2134;43; Pour vente;265013,00;5336982,00;Non;18160,00;1909,00;13632545
9;36;11;25/02/2010;22/06/2042;2837;10018;Pour vente ;787;63; Pour vente;282687,00;3884680,00;Non;13169,00;1115,00;11163270
14;90;17;26/02/2010;23/06/2042;3141;15181;Pour vente ;767;79; Pour vente;269875,00;2503995,00;Non;19965,00;1946,00;14707314
1;31;14;27/02/2010;24/06/2042;3437;16371;Pour vente ;785;97; Pour vente;253733,00;6758682,00;Non;13563,00;1803,00;13055897
16;155;13;28/02/2010;25/06/2042;1961;13128;Pour vente ;1550;84; Pour vente;271063,00;6662155,00;Non;11199,00;1237,00;11300668
17;219;12;01/03/2010;26/06/2042;3633;14750;Pour vente ;906;73; Pour vente;275408,00;2379406,00;Non;11750,00;1935,00;15392082
6;174;12;02/03/2010;27/06/2042;2221;11807;Pour vente ;2354;68; Pour vente;259699,00;6079106,00;Non;11761,00;1780,00;17829746
12;11;13;03/03/2010;28/06/2042;2695;17534;Pour vente ;1635;73; Pour vente;286650,00;2113835,00;Non;10402,00;1784,00;17071407
14;229;11;04/03/2010;29/06/2042;2442;17636;Pour vente ;1746;67; Pour vente;261447,00;5447353,00;Non;17619,00;1708,00;12080440
15;206;20;05/03/2010;30/06/2042;3648;10029;Pour vente ;132;92; Pour vente;266548,00;3979535,00;Non;14323,00;1935,00;15171990
12;184;15;06/03/2010;01/07/2042;3274;10971;Pour vente ;545;53; Pour vente;279974,00;3298450,00;Non;10997,00;1395,00;13972139
18;100;18;07/03/2010;02/07/2042;3004;16304;Pour vente ;260;78; Pour vente;283136,00;6688208,00;Non;13562,00;1546,00;14239588
15;52;12;08/03/2010;03/07/2042;3813;18189;Pour vente ;885;92; Pour vente;286496,00;6676520,00;Non;17065,00;1804,00;17556982
1;143;15;09/03/2010;04/07/2042;3915;10890;Pour vente ;1351;74; Pour vente;274430,00;4311146,00;Non;11742,00;1813,00;10307829
17;113;18;10/03/2010;05/07/2042;1957;13263;Pour vente ;1351;77; Pour vente;257869,00;2892792,00;Non;14775,00;1922,00;17583970
1;216;19;11/03/2010;06/07/2042;2277;16951;Pour vente ;1725;73; Pour vente;293733,00;2759670,00;Non;11932,00;1671,00;17600632
10;19;10;12/03/2010;07/07/2042;2305;10908;Pour vente ;315;24; Pour vente;267428,00;7354026,00;Non;14081,00;1151,00;11412267
14;153;13;13/03/2010;08/07/2042;1744;11333;Pour vente ;408;84; Pour vente;255365,00;6045676,00;Non;17353,00;1550,00;13996666
17;158;19;14/03/2010;09/07/2042;1975;18256;Pour vente ;339;93; Pour vente;250260,00;5988233,00;Non;17220,00;1152,00;15123428
9;44;17;15/03/2010;10/07/2042;1368;19024;Pour vente ;2500;55; Pour vente;290788,00;7125319,00;Non;16417,00;1253,00;17853991
1;209;20;16/03/2010;11/07/2042;2097;14981;Pour vente ;759;24; Pour vente;276525,00;2639792,00;Non;16241,00;1700,00;16363630
17;83;16;17/03/2010;12/07/2042;3226;15608;Pour vente ;1660;42; Pour vente;257930,00;7586742,00;Non;15770,00;1610,00;15455970
9;195;12;18/03/2010;13/07/2042;2156;11026;Pour vente ;2249;33; Pour vente;284556,00;4308015,00;Non;11929,00;1559,00;11768427
6;101;15;19/03/2010;14/07/2042;1508;12284;Pour vente ;2500;48; Pour vente;269507,00;4888353,00;Non;12586,00;1605,00;19528846
10;39;12;20/03/2010;15/07/2042;2685;11341;Pour vente ;1560;25; Pour vente;277613,00;3319659,00;Non;15670,00;1530,00;13166409
15;216;19;21/03/2010;16/07/2042;3801;17000;Pour vente ;1123;49; Pour vente;272309,00;5031765,00;Non;18787,00;1633,00;12731548
20;166;11;22/03/2010;17/07/2042;3565;12663;Pour vente ;2439;92; Pour vente;286226,00;3880625,00;Non;13220,00;1017,00;14461730
3;48;14;23/03/2010;18/07/2042;3127;13556;Pour vente ;1745;75; Pour vente;254956,00;5240246,00;Non;19201,00;1508,00;14673092
16;187;14;24/03/2010;19/07/2042;2588;17698;Pour vente ;2311;49; Pour vente;259335,00;6500679,00;Non;19564,00;1748,00;19079124
1;33;10;25/03/2010;20/07/2042;1818;18927;Pour vente ;2396;33; Pour vente;268283,00;2212087,00;Non;16491,00;1648,00;10281058
3;59;16;26/03/2010;21/07/2042;2306;18073;Pour vente ;1062;51; Pour vente;260666,00;7872257,00;Non;18885,00;1966,00;12261000
4;71;10;27/03/2010;22/07/2042;3487;10714;Pour vente ;585;67; Pour vente;289482,00;7202266,00;Non;17267,00;1061,00;10065316
14;10;15;28/03/2010;23/07/2042;2603;11994;Pour vente ;1372;54; Pour vente;276544,00;5239519,00;Non;16213,00;1992,00;16610826
1;247;12;29/03/2010;24/07/2042;2100;12786;Pour vente ;148;38; Pour vente;260239,00;7248597,00;Non;12158,00;1293,00;18227253
7;83;15;30/03/2010;25/07/2042;2353;17027;Pour vente ;2434;61; Pour vente;276057,00;5803002,00;Non;19076,00;1598,00;10713337
3;255;13;31/03/2010;26/07/2042;3405;12209;Pour vente ;1112;22; Pour vente;282837,00;3834547,00;Non;13666,00;1619,00;17587039
14;202;16;01/04/2010;27/07/2042;1964;10727;Pour vente ;894;75; Pour vente;268022,00;4348973,00;Non;12251,00;1599,00;13270269
19;220;15;02/04/2010;28/07/2042;3656;11347;Pour vente ;1850;92; Pour vente;291179,00;2066199,00;Non;14548,00;1051,00;15824262
11;113;19;03/04/2010;29/07/2042;2509;18544;Pour vente ;1932;53; Pour vente;263082,00;6246303,00;Non;18590,00;1320,00;19891582
4;27;17;04/04/2010;30/07/2042;1693;16220;Pour vente ;1532;68; Pour vente;254130,00;6167101,00;Non;12848,00;1083,00;16565776
1;105;17;05/04/2010;31/07/2042;3841;17402;Pour vente ;958;93; Pour vente;281658,00;5525473,00;Non;15086,00;1848,00;10892474
17;96;14;06/04/2010;01/08/2042;3691;16250;Pour vente ;1625;50; Pour vente;254932,00;4303794,00;Non;16820,00;1335,00;15782852
3;158;13;07/04/2010;02/08/2042;2882;14859;Pour vente ;657;98; Pour vente;288602,00;6032827,00;Non;19259,00;1744,00;10735528
9;31;20;08/04/2010;03/08/2042;2873;12347;Pour vente ;2324;76; Pour vente;275059,00;5370940,00;Non;10242,00;1723,00;11646600
3;76;19;09/04/2010;04/08/2042;1769;15576;Pour vente ;1979;72; Pour vente;295072,00;2267234,00;Non;18096,00;1586,00;14820207
17;219;13;10/04/2010;05/08/2042;1417;10825;Pour vente ;669;21; Pour vente;281748,00;6606136,00;Non;19991,00;1939,00;14310662
4;54;13;11/04/2010;06/08/2042;2541;15587;Pour vente ;1839;34; Pour vente;269773,00;5196553,00;Non;12262,00;1111,00;17902839
11;189;12;12/04/2010;07/08/2042;2708;10473;Pour vente ;1011;81; Pour vente;265654,00;3648977,00;Non;14750,00;1569,00;19482437
7;167;14;13/04/2010;08/08/2042;2147;18292;Pour vente ;1659;89; Pour vente;277537,00;2448548,00;Non;10843,00;1212,00;10741873
12;126;14;14/04/2010;09/08/2042;2711;12472;Pour vente ;1225;63; Pour vente;251262,00;3727109,00;Non;10821,00;1322,00;13692215
13;180;20;15/04/2010;10/08/2042;3644;12855;Pour vente ;1477;58; Pour vente;254368,00;5382783,00;Non;13262,00;1692,00;18869073
20;199;10;16/04/2010;11/08/2042;3516;17642;Pour vente ;293;71; Pour vente;291416,00;4295858,00;Non;15112,00;1407,00;11645845
12;103;13;17/04/2010;12/08/2042;1664;18550;Pour vente ;1605;86; Pour vente;254378,00;6058190,00;Non;17143,00;1750,00;16895330
17;90;15;18/04/2010;13/08/2042;1434;12039;Pour vente ;406;37; Pour vente;250717,00;4700670,00;Non;18350,00;1286,00;13825795
17;217;19;19/04/2010;14/08/2042;2197;19842;Pour vente ;1574;78; Pour vente;266162,00;3457373,00;Non;18291,00;1867,00;13324108
19;94;20;20/04/2010;15/08/2042;1961;16428;Pour vente ;661;21; Pour vente;264371,00;3799674,00;Non;17556,00;1702,00;13941402
20;33;20;21/04/2010;16/08/2042;1744;13117;Pour vente ;876;92; Pour vente;277334,00;7481990,00;Non;10717,00;1524,00;19338640
13;121;18;22/04/2010;17/08/2042;2630;19257;Pour vente ;2259;59; Pour vente;254377,00;4400301,00;Non;19654,00;1754,00;12750457
5;124;11;23/04/2010;18/08/2042;3434;19644;Pour vente ;2106;75; Pour vente;268889,00;4815969,00;Non;14137,00;1444,00;12346595
14;169;19;24/04/2010;19/08/2042;1866;12140;Pour vente ;1922;39; Pour vente;277262,00;5068087,00;Non;14001,00;1955,00;10988085
16;62;13;25/04/2010;20/08/2042;2350;19243;Pour vente ;864;98; Pour vente;265233,00;2883221,00;Non;18356,00;1637,00;12783677
20;191;16;26/04/2010;21/08/2042;3194;17732;Pour vente ;775;58; Pour vente;293062,00;2299047,00;Non;10013,00;1038,00;11368562
12;42;10;27/04/2010;22/08/2042;3374;14353;Pour vente ;2017;80; Pour vente;282931,00;3360972,00;Non;17413,00;1085,00;19423556
7;19;19;28/04/2010;23/08/2042;1396;17276;Pour vente ;2444;22; Pour vente;262206,00;3098487,00;Non;12823,00;1115,00;17034767
4;209;15;29/04/2010;24/08/2042;2490;16990;Pour vente ;385;40; Pour vente;288131,00;5033182,00;Non;15741,00;1797,00;10084100
1;102;10;30/04/2010;25/08/2042;2075;12959;Pour vente ;1215;92; Pour vente;275808,00;2800024,00;Non;18022,00;1309,00;12843833
1;25;11;01/05/2010;26/08/2042;3059;13007;Pour vente ;1714;21; Pour vente;257712,00;4222231,00;Non;12879,00;1696,00;17742507
10;71;15;02/05/2010;27/08/2042;2091;11251;Pour vente ;1973;28; Pour vente;275121,00;4803041,00;Non;11534,00;1871,00;11249057
7;44;12;03/05/2010;28/08/2042;2337;13418;Pour vente ;1250;39; Pour vente;250966,00;5158424,00;Non;18145,00;1511,00;18682170
14;127;13;04/05/2010;29/08/2042;2077;11064;Pour vente ;1154;31; Pour vente;295971,00;3918035,00;Non;11827,00;1257,00;11215961
17;70;16;05/05/2010;30/08/2042;3916;16757;Pour vente ;372;95; Pour vente;298104,00;3504554,00;Non;15377,00;1749,00;17538649
5;150;16;06/05/2010;31/08/2042;3037;10305;Pour vente ;421;64; Pour vente;273241,00;7130032,00;Non;13724,00;1797,00;13519985
14;227;10;07/05/2010;01/09/2042;3044;14447;Pour vente ;787;76; Pour vente;267603,00;3078616,00;Non;17775,00;1659,00;19038504
6;68;10;08/05/2010;02/09/2042;3581;19693;Pour vente ;2079;58; Pour vente;254019,00;2789047,00;Non;17664,00;1036,00;16506226
7;87;12;09/05/2010;03/09/2042;3401;10636;Pour vente ;420;55; Pour vente;257971,00;7000083,00;Non;10799,00;1880,00;11701378
14;170;17;10/05/2010;04/09/2042;1525;19553;Pour vente ;158;33; Pour vente;284935,00;2359813,00;Non;14354,00;1985,00;17405701
7;149;11;11/05/2010;05/09/2042;1538;16017;Pour vente ;736;44; Pour vente;292995,00;5014943,00;Non;17904,00;1742,00;16335163
10;157;20;12/05/2010;06/09/2042;1789;14014;Pour vente ;228;32; Pour vente;261515,00;4406729,00;Non;14594,00;1337,00;12885683
5;207;19;13/05/2010;07/09/2042;3676;10228;Pour vente ;536;23; Pour vente;281661,00;6149960,00;Non;16279,00;1064,00;12523899
9;234;14;14/05/2010;08/09/2042;1453;10509;Pour vente ;582;25; Pour vente;292132,00;2456586,00;Non;18171,00;1323,00;10990295
14;177;18;15/05/2010;09/09/2042;2375;13678;Pour vente ;1482;89; Pour vente;271045,00;6305055,00;Non;16024,00;1725,00;12093558
4;194;10;16/05/2010;10/09/2042;1884;19722;Pour vente ;2291;85; Pour vente;268604,00;2181840,00;Non;16353,00;1406,00;14989693
1;160;18;17/05/2010;11/09/2042;3395;15109;Pour vente ;379;44; Pour vente;267650,00;7568714,00;Non;11196,00;1310,00;19079763
12;119;20;18/05/2010;12/09/2042;1991;10716;Pour vente ;953;42; Pour vente;265719,00;3458540,00;Non;16915,00;1509,00;16615147
1;124;17;19/05/2010;13/09/2042;1876;16960;Pour vente ;629;98; Pour vente;295278,00;6428009,00;Non;14962,00;1396,00;14022523
5;251;12;20/05/2010;14/09/2042;3568;11951;Pour vente ;2267;58; Pour vente;273958,00;5323124,00;Non;12906,00;1078,00;14849662
7;33;20;21/05/2010;15/09/2042;2729;13901;Pour vente ;772;72; Pour vente;285137,00;6265651,00;Non;19023,00;1694,00;14107563
5;146;10;22/05/2010;16/09/2042;3599;19963;Pour vente ;766;28; Pour vente;257671,00;6004246,00;Non;19648,00;1947,00;17379125
12;41;16;23/05/2010;17/09/2042;2587;10444;Pour vente ;1056;62; Pour vente;254125,00;3637730,00;Non;14450,00;1769,00;13320677
17;106;18;24/05/2010;18/09/2042;2536;18536;Pour vente ;1484;56; Pour vente;285643,00;3313347,00;Non;17073,00;1990,00;17590752
4;127;14;25/05/2010;19/09/2042;3880;14235;Pour vente ;1134;92; Pour vente;271503,00;7523077,00;Non;13098,00;1148,00;18151642
14;245;18;26/05/2010;20/09/2042;2172;13981;Pour vente ;1983;58; Pour vente;283430,00;3613514,00;Non;11502,00;1497,00;19225440
20;133;17;27/05/2010;21/09/2042;3137;19507;Pour vente ;1456;24; Pour vente;280040,00;7130778,00;Non;17200,00;1015,00;10330735
16;97;13;28/05/2010;22/09/2042;2586;16083;Pour vente ;2181;21; Pour vente;256366,00;7579920,00;Non;12470,00;1110,00;19037919
5;219;17;29/05/2010;23/09/2042;3160;18674;Pour vente ;2220;59; Pour vente;250335,00;2478289,00;Non;17055,00;1425,00;13514259
13;214;16;30/05/2010;24/09/2042;3638;10476;Pour vente ;1310;75; Pour vente;262612,00;3772260,00;Non;12369,00;1279,00;15914786
16;101;20;31/05/2010;25/09/2042;1725;16147;Pour vente ;1939;40; Pour vente;251080,00;2735068,00;Non;16736,00;1647,00;16955124
18;144;18;01/06/2010;26/09/2042;3102;17290;Pour vente ;374;45; Pour vente;289359,00;6686863,00;Non;16504,00;1817,00;19709351
13;221;13;02/06/2010;27/09/2042;2376;17619;Pour vente ;1467;26; Pour vente;259058,00;7955753,00;Non;15881,00;1197,00;15739368
6;101;18;03/06/2010;28/09/2042;2017;10573;Pour vente ;851;70; Pour vente;254268,00;3500217,00;Non;16546,00;1738,00;19763986
19;245;19;04/06/2010;29/09/2042;2777;19180;Pour vente ;1325;66; Pour vente;278530,00;2521073,00;Non;13170,00;1983,00;12805164
17;73;15;05/06/2010;30/09/2042;2938;12879;Pour vente ;1688;50; Pour vente;253468,00;4982206,00;Non;18669,00;1001,00;11086324
7;139;16;06/06/2010;01/10/2042;2791;17614;Pour vente ;393;41; Pour vente;296281,00;5890502,00;Non;12802,00;1419,00;16097214
9;135;10;07/06/2010;02/10/2042;2536;16311;Pour vente ;2263;42; Pour vente;276125,00;7575530,00;Non;12858,00;1902,00;18807996
10;43;16;08/06/2010;03/10/2042;2438;19162;Pour vente ;231;99; Pour vente;296756,00;5499153,00;Non;18108,00;1825,00;14724947
19;95;12;09/06/2010;04/10/2042;2835;19554;Pour vente ;1953;53; Pour vente;250138,00;4288862,00;Non;19513,00;1441,00;18680018
9;161;10;10/06/2010;05/10/2042;2762;16236;Pour vente ;1541;26; Pour vente;259013,00;5289990,00;Non;13077,00;1464,00;17222875
14;112;16;11/06/2010;06/10/2042;1637;11048;Pour vente ;472;70; Pour vente;298450,00;6889767,00;Non;13504,00;1300,00;17996650
15;230;10;12/06/2010;07/10/2042;2046;11506;Pour vente ;766;55; Pour vente;286284,00;7005399,00;Non;17827,00;1776,00;13578908
4;256;12;13/06/2010;08/10/2042;2920;18814;Pour vente ;607;45; Pour vente;279917,00;7267453,00;Non;13766,00;1268,00;16363313
8;108;20;14/06/2010;09/10/2042;1976;10026;Pour vente ;1255;96; Pour vente;280172,00;7933491,00;Non;19379,00;1990,00;19375234
6;233;19;15/06/2010;10/10/2042;1758;15845;Pour vente ;2337;66; Pour vente;271653,00;7497464,00;Non;15598,00;1499,00;12550406
1;37;20;16/06/2010;11/10/2042;3176;13478;Pour vente ;1217;97; Pour vente;292911,00;2125488,00;Non;17800,00;1713,00;19917336
15;32;16;17/06/2010;12/10/2042;2179;15473;Pour vente ;1054;64; Pour vente;299393,00;2439945,00;Non;12967,00;1775,00;15539797
12;34;18;18/06/2010;13/10/2042;2130;10635;Pour vente ;142;61; Pour vente;264955,00;7556668,00;Non;11372,00;1360,00;10066416
7;108;13;19/06/2010;14/10/2042;1569;18355;Pour vente ;601;41; Pour vente;275347,00;5222588,00;Non;11989,00;1931,00;15411262
7;190;19;20/06/2010;15/10/2042;2284;10363;Pour vente ;1536;35; Pour vente;267076,00;5048233,00;Non;19746,00;1154,00;13377085
19;163;14;21/06/2010;16/10/2042;3287;12279;Pour vente ;2220;87; Pour vente;289164,00;7589326,00;Non;18023,00;1325,00;17616312
20;79;20;22/06/2010;17/10/2042;3942;16998;Pour vente ;626;79; Pour vente;253808,00;2969321,00;Non;16232,00;1812,00;12934876
3;106;11;23/06/2010;18/10/2042;3304;14656;Pour vente ;364;38; Pour vente;267315,00;2083393,00;Non;15638,00;1137,00;17704409
7;115;10;24/06/2010;19/10/2042;2408;16997;Pour vente ;1273;41; Pour vente;255657,00;5766819,00;Non;18036,00;1072,00;13998612
13;56;14;25/06/2010;20/10/2042;3247;13529;Pour vente ;1343;83; Pour vente;279559,00;7132101,00;Non;14283,00;1810,00;18460268
6;222;14;26/06/2010;21/10/2042;2683;14757;Pour vente ;532;47; Pour vente;256129,00;3122368,00;Non;12781,00;1401,00;14983711
13;49;11;27/06/2010;22/10/2042;3707;12985;Pour vente ;2219;81; Pour vente;251124,00;2336087,00;Non;16955,00;1643,00;18904293
13;180;13;28/06/2010;23/10/2042;2024;19505;Pour vente ;1060;50; Pour vente;254327,00;3862114,00;Non;12420,00;1473,00;10905579
12;241;16;29/06/2010;24/10/2042;3042;16608;Pour vente ;2098;40; Pour vente;262734,00;6904166,00;Non;19571,00;1640,00;15331568
3;70;13;30/06/2010;25/10/2042;2602;13936;Pour vente ;703;35; Pour vente;254751,00;5309778,00;Non;13616,00;1093,00;13813142
8;69;11;01/07/2010;26/10/2042;1378;16634;Pour vente ;2241;67; Pour vente;276177,00;4024874,00;Non;13187,00;1063,00;19843746
17;228;13;02/07/2010;27/10/2042;3526;10888;Pour vente ;719;89; Pour vente;252924,00;7288577,00;Non;17624,00;1831,00;16991700
10;86;11;03/07/2010;28/10/2042;2760;15878;Pour vente ;905;95; Pour vente;271285,00;3721116,00;Non;17157,00;1253,00;11563791
16;146;12;04/07/2010;29/10/2042;1521;15411;Pour vente ;1299;66; Pour vente;260313,00;5480171,00;Non;12190,00;1572,00;11976250
1;72;15;05/07/2010;30/10/2042;2375;17642;Pour vente ;197;26; Pour vente;250982,00;7204516,00;Non;18116,00;1214,00;10160602
8;204;14;06/07/2010;31/10/2042;2497;12393;Pour vente ;580;59; Pour vente;277847,00;4651493,00;Non;17348,00;1811,00;15888336
16;10;16;07/07/2010;01/11/2042;3529;19981;Pour vente ;584;33; Pour vente;270254,00;4634664,00;Non;11768,00;1055,00;11224314
11;229;16;08/07/2010;02/11/2042;1630;10841;Pour vente ;357;85; Pour vente;297803,00;6978351,00;Non;18889,00;1267,00;13675017
13;42;16;09/07/2010;03/11/2042;2187;13023;Pour vente ;961;28; Pour vente;255690,00;5813739,00;Non;11788,00;1979,00;11845877
9;164;15;10/07/2010;04/11/2042;3787;18687;Pour vente ;2183;20; Pour vente;272249,00;3712992,00;Non;12781,00;1152,00;18864423
7;56;14;11/07/2010;05/11/2042;2448;17979;Pour vente ;2264;72; Pour vente;282797,00;6021398,00;Non;18090,00;1585,00;13244129
4;64;14;12/07/2010;06/11/2042;1531;17289;Pour vente ;698;90; Pour vente;251587,00;2342373,00;Non;18231,00;1299,00;18718896
4;170;18;13/07/2010;07/11/2042;3860;13168;Pour vente ;492;88; Pour vente;258104,00;5441708,00;Non;11264,00;1857,00;11620398
8;240;10;14/07/2010;08/11/2042;1963;11116;Pour vente ;2003;23; Pour vente;269983,00;4711575,00;Non;12834,00;1976,00;12706919
18;85;10;15/07/2010;09/11/2042;2234;12638;Pour vente ;248;21; Pour vente;298183,00;3725102,00;Non;17050,00;1193,00;11561720
7;87;15;16/07/2010;10/11/2042;2656;10614;Pour vente ;320;92; Pour vente;250540,00;5138166,00;Non;16757,00;1484,00;14573837
2;184;11;17/07/2010;11/11/2042;2198;19916;Pour vente ;1742;38; Pour vente;275651,00;5307704,00;Non;17818,00;1969,00;12141750
10;38;10;18/07/2010;12/11/2042;2482;14858;Pour vente ;355;75; Pour vente;296199,00;5027464,00;Non;11581,00;1859,00;16115484
3;33;18;19/07/2010;13/11/2042;2746;19219;Pour vente ;659;38; Pour vente;294433,00;6141353,00;Non;19954,00;1346,00;13406773
6;85;17;20/07/2010;14/11/2042;1673;13116;Pour vente ;552;48; Pour vente;273216,00;4099236,00;Non;19126,00;1304,00;11218046
6;92;20;21/07/2010;15/11/2042;3317;12723;Pour vente ;1459;90; Pour vente;285836,00;7805167,00;Non;17223,00;1589,00;14173367
12;84;13;22/07/2010;16/11/2042;2691;18176;Pour vente ;1025;93; Pour vente;259788,00;5622322,00;Non;17522,00;1363,00;17659820
10;105;20;23/07/2010;17/11/2042;1664;17650;Pour vente ;2495;67; Pour vente;279628,00;4874469,00;Non;19374,00;1605,00;11325283
12;178;18;24/07/2010;18/11/2042;3581;15125;Pour vente ;805;63; Pour vente;277907,00;4610881,00;Non;17797,00;1026,00;15238467
16;207;18;25/07/2010;19/11/2042;3147;19638;Pour vente ;192;79; Pour vente;251231,00;5251460,00;Non;14803,00;1389,00;13923323
17;87;13;26/07/2010;20/11/2042;2197;13164;Pour vente ;204;41; Pour vente;262394,00;6781283,00;Non;10897,00;1011,00;18591853
11;42;12;27/07/2010;21/11/2042;3625;18183;Pour vente ;1033;88; Pour vente;254849,00;5419192,00;Non;13108,00;1468,00;14762127
13;87;19;28/07/2010;22/11/2042;2588;16206;Pour vente ;1828;30; Pour vente;258000,00;3436141,00;Non;11355,00;1963,00;11140662
3;117;17;29/07/2010;23/11/2042;1723;19202;Pour vente ;2221;34; Pour vente;294381,00;7992751,00;Non;18131,00;1466,00;10830495
7;168;10;30/07/2010;24/11/2042;2656;15949;Pour vente ;710;82; Pour vente;281927,00;2569537,00;Non;16104,00;1279,00;15209142
12;103;18;31/07/2010;25/11/2042;3666;10071;Pour vente ;1810;53; Pour vente;275046,00;4167295,00;Non;19256,00;1765,00;15320520
7;158;11;01/08/2010;26/11/2042;2213;18286;Pour vente ;215;93; Pour vente;288112,00;3126858,00;Non;15092,00;1739,00;14747127
